"gene","pi"
"ENSG00000000003","0.000380900004529394"
"ENSG00000000005","0.000480999995488673"
"ENSG00000000419","0.000189449994650204"
"ENSG00000000457","0.00080297499516746"
"ENSG00000000460","0.00108362941126175"
"ENSG00000000938","0.000207799996132962"
"ENSG00000000971","0.000670824997541786"
"ENSG00000001036","0.000668100003773967"
"ENSG00000001084","0.000741399999242276"
"ENSG00000001167","0.000412166681295882"
"ENSG00000001460","0.000853316664385299"
"ENSG00000001461","0.000986699994731074"
"ENSG00000001497","1.43000000510559e-05"
"ENSG00000001561","0.0012847000034526"
"ENSG00000001617","0.000568233323671545"
"ENSG00000001626","0.000489150002977112"
"ENSG00000001629","0.000188833336222969"
"ENSG00000001630","0.000870949996169657"
"ENSG00000001631","0.000161400001767712"
"ENSG00000002016","0.000761050017899834"
"ENSG00000002079","0.000197433330564915"
"ENSG00000002549","0.000829466657402615"
"ENSG00000002586","0.00106530000145237"
"ENSG00000002587","0.00070640000194544"
"ENSG00000002726","0.00165062496671453"
"ENSG00000002745","0.000491300001158379"
"ENSG00000002746","0.000863594123717014"
"ENSG00000002822","0.00108080769580108"
"ENSG00000002834","0.00114344997564331"
"ENSG00000002919","0.000841700006276369"
"ENSG00000002933","0.00166039995383471"
"ENSG00000003056","0.000758200010750443"
"ENSG00000003096","0.000208274999749847"
"ENSG00000003137","0.000824099988676608"
"ENSG00000003147","0.000932199999134844"
"ENSG00000003393","0.000689257144196225"
"ENSG00000003400","0.000325850000081118"
"ENSG00000003402","0.000343499996233732"
"ENSG00000003436","0.000524111108259401"
"ENSG00000003509","0.000881699990713969"
"ENSG00000003756","0.000324600012390874"
"ENSG00000003987","0.00132432000245899"
"ENSG00000003989","0.00123970001004636"
"ENSG00000004059","0.000650900008622557"
"ENSG00000004139","0.000476500000028561"
"ENSG00000004142","0.000207149998459499"
"ENSG00000004399","0.000652374983474147"
"ENSG00000004455","0.000412249995861202"
"ENSG00000004468","0.000773783331775727"
"ENSG00000004478","0.000146299993502907"
"ENSG00000004487","0.000349671432299406"
"ENSG00000004534","0.000498614282280739"
"ENSG00000004660","0.000673500006087124"
"ENSG00000004700","0.000890633324161172"
"ENSG00000004766","0.000255333334078184"
"ENSG00000004776","0.00064889999339357"
"ENSG00000004799","0.00132280000252649"
"ENSG00000004809","0.00087310000283954"
"ENSG00000004838","0.000187700006790692"
"ENSG00000004846","0.0011033000133466"
"ENSG00000004864","0.000434041179901482"
"ENSG00000004866","0.000245754167432703"
"ENSG00000004897","0.000489350000862032"
"ENSG00000004939","0.00042449998727534"
"ENSG00000004948","0.000721935712915313"
"ENSG00000004961","2.64999998762505e-05"
"ENSG00000005007","0.000367649998224806"
"ENSG00000005020","0.000819479161388396"
"ENSG00000005059","0.00083945999504067"
"ENSG00000005100","0.000524749993928708"
"ENSG00000005102","0.000968199979979545"
"ENSG00000005108","0.00113069395107838"
"ENSG00000005156","0.0002419333322905"
"ENSG00000005175","0.000436099999205908"
"ENSG00000005187","0.000644366661920988"
"ENSG00000005189","0.000284450001345249"
"ENSG00000005194","0.000495766677583257"
"ENSG00000005206","0.00139260001014918"
"ENSG00000005238","0.000631299975793809"
"ENSG00000005243","0.000484099989989772"
"ENSG00000005249","0.000523162496392615"
"ENSG00000005302","0.000212750004720874"
"ENSG00000005339","0.000133190001361072"
"ENSG00000005379","0.00055166666667598"
"ENSG00000005381","0.000355399999534711"
"ENSG00000005421","0.00060312222275469"
"ENSG00000005436","0.000832640001317486"
"ENSG00000005448","0.000132700006361119"
"ENSG00000005469","0.00036480000805265"
"ENSG00000005471","0.000468871423176357"
"ENSG00000005483","0.000371566668036394"
"ENSG00000005486","0.000600199986365624"
"ENSG00000005700","0.000731779990019277"
"ENSG00000005801","0.000954333362945666"
"ENSG00000005810","0.000283604346686448"
"ENSG00000005812","0.000358133324577163"
"ENSG00000005844","0.000317800004268065"
"ENSG00000005882","0.000778000015998259"
"ENSG00000005884","0.000483699996645252"
"ENSG00000005889","0.000536099990131333"
"ENSG00000005893","0.000420280010439455"
"ENSG00000005955","0.000381699996069074"
"ENSG00000005961","0.000355049996869639"
"ENSG00000005981","0.000659828569041565"
"ENSG00000006007","0.000832800016117593"
"ENSG00000006016","0.000811200006864965"
"ENSG00000006025","0.00118389999261126"
"ENSG00000006042","0.000605699984589592"
"ENSG00000006059","0.000563999987207353"
"ENSG00000006062","0.000544419995276257"
"ENSG00000006071","0.00112807143679155"
"ENSG00000006074","0.000719700023182668"
"ENSG00000006114","0.000381924999601324"
"ENSG00000006116","0.00104155999724753"
"ENSG00000006118","0.0010894000006374"
"ENSG00000006125","0.000678892854401576"
"ENSG00000006128","0.000630300026386976"
"ENSG00000006194","0.000356666666145126"
"ENSG00000006210","0.000577899976633489"
"ENSG00000006282","0.00124999997206032"
"ENSG00000006283","0.000935500022023916"
"ENSG00000006432","0.000875957139734445"
"ENSG00000006451","0.00052987499293522"
"ENSG00000006453","0.000962599995546043"
"ENSG00000006459","0.000639119994593784"
"ENSG00000006468","0.000974257135697241"
"ENSG00000006530","0.000170845455034975"
"ENSG00000006534","0.000701299994640673"
"ENSG00000006555","0.00081200001295656"
"ENSG00000006576","0.000429040007293224"
"ENSG00000006606","0.00139355001738295"
"ENSG00000006607","0.000733655555652351"
"ENSG00000006611","0.0010835749853868"
"ENSG00000006625","0.000543049995030742"
"ENSG00000006634","0.000150133334197259"
"ENSG00000006652","0.00107939998852089"
"ENSG00000006659","0.000754799984861165"
"ENSG00000006695","0.000633499999013212"
"ENSG00000006704","0.000447672724311071"
"ENSG00000006712","0.000441149997641332"
"ENSG00000006715","0.000923494436493557"
"ENSG00000006740","0.000932394117733245"
"ENSG00000006744","0.00208336673676968"
"ENSG00000006747","0.00103839999896341"
"ENSG00000006756","0.000867799972184002"
"ENSG00000006757","0.000533399996735776"
"ENSG00000006788","0.000835266662761569"
"ENSG00000006831","0.000724544444690562"
"ENSG00000006837","0.000244128570297367"
"ENSG00000007001","0.00080570952420766"
"ENSG00000007038","0.000570199976209551"
"ENSG00000007047","0.000783891664468683"
"ENSG00000007062","0.000842654540478675"
"ENSG00000007080","0.00129000004380941"
"ENSG00000007129","0.000457300001289696"
"ENSG00000007168","0.000677699991501868"
"ENSG00000007171","0.000767700005477915"
"ENSG00000007174","0.000704430434700992"
"ENSG00000007202","0.000113933332613669"
"ENSG00000007216","0.000383200007490814"
"ENSG00000007237","0.00112400000507478"
"ENSG00000007255","0.000320799998007715"
"ENSG00000007264","0.000802199996542186"
"ENSG00000007306","0.000941400008741766"
"ENSG00000007312","0.00081565001164563"
"ENSG00000007314","0.000446733339534452"
"ENSG00000007341","0.000561111108658628"
"ENSG00000007350","6.16000033915043e-05"
"ENSG00000007372","0.000341300008585677"
"ENSG00000007384","0.000582100008614361"
"ENSG00000007392","0.000487449986394495"
"ENSG00000007402","0.000288370000635041"
"ENSG00000007545","0.000327274996379856"
"ENSG00000007866","0.000280800013570115"
"ENSG00000007908","0.00111052501597442"
"ENSG00000007923","0.000707700004568323"
"ENSG00000007933","0.000997649971395731"
"ENSG00000007944","0.000432899993029423"
"ENSG00000007952","0.00047052499212441"
"ENSG00000007968","0.000799000001279637"
"ENSG00000008018","0.000832249992527068"
"ENSG00000008056","0.000755500019295141"
"ENSG00000008083","0.000633709529730757"
"ENSG00000008086","0.000118906668831187"
"ENSG00000008118","0.000993725014268421"
"ENSG00000008130","0.000277999992249534"
"ENSG00000008196","0.000468650003313087"
"ENSG00000008197","0.000383300004614284"
"ENSG00000008226","0.000583212498895591"
"ENSG00000008256","0.000296150000940543"
"ENSG00000008277","0.000389066666280592"
"ENSG00000008282","0.000617099984083325"
"ENSG00000008294","0.000362350001523737"
"ENSG00000008300","0.00015634999726899"
"ENSG00000008311","0.000432385709635647"
"ENSG00000008323","0.000660000019706786"
"ENSG00000008382","0.00104179998743348"
"ENSG00000008394","0.00058038094651974"
"ENSG00000008405","0.000556800005142577"
"ENSG00000008441","0.000293633335483416"
"ENSG00000008513","0.000951390903951092"
"ENSG00000008517","0.00109439995139837"
"ENSG00000008838","0.000822349997179117"
"ENSG00000008853","0.000591849988268223"
"ENSG00000008869","0.000677612497383961"
"ENSG00000008952","0.000376625001081266"
"ENSG00000009307","0.00044450000859797"
"ENSG00000009335","0.000846429995726794"
"ENSG00000009413","0.000420361537880336"
"ENSG00000009694","0.000195637499056526"
"ENSG00000009709","0.000710699998307973"
"ENSG00000009724","0.00065050000557676"
"ENSG00000009765","0.00158060001558624"
"ENSG00000009780","0.000150599999566718"
"ENSG00000009790","0.000771649996750057"
"ENSG00000009830","0.00084739999147132"
"ENSG00000009844","0.000714074994903058"
"ENSG00000009950","0.000609599985182285"
"ENSG00000009954","0.000239600001285518"
"ENSG00000010017","0.000362971429629917"
"ENSG00000010030","0.000862849992699921"
"ENSG00000010072","0.000553999998373911"
"ENSG00000010165","0.00123700000403915"
"ENSG00000010219","0.000878816664529343"
"ENSG00000010244","0.000306600006297231"
"ENSG00000010256","7.07500003045425e-05"
"ENSG00000010270","0.000872349992278032"
"ENSG00000010278","0.000574149991734885"
"ENSG00000010282","0.000537100015208125"
"ENSG00000010292","0.0013168667210266"
"ENSG00000010295","0.000856900005601346"
"ENSG00000010310","0.000550950004253536"
"ENSG00000010319","0.000190400001883972"
"ENSG00000010322","0.000292433343323258"
"ENSG00000010327","0.000274650003120769"
"ENSG00000010361","0.00094080000417307"
"ENSG00000010379","0.000795859983190894"
"ENSG00000010404","0.000583966660390918"
"ENSG00000010438","0.000924274980206974"
"ENSG00000010539","0.0007377999718301"
"ENSG00000010610","0.00152729998808354"
"ENSG00000010626","0.000562399975024164"
"ENSG00000010671","0.000439600000390783"
"ENSG00000010704","0.000585799978580326"
"ENSG00000010803","0.000559899999643676"
"ENSG00000010810","0.000502917650224203"
"ENSG00000010818","0.000665206247504102"
"ENSG00000010932","0.000571533348799373"
"ENSG00000011021","0.00102339997829404"
"ENSG00000011028","0.000627266669956346"
"ENSG00000011052","0.00109579996205866"
"ENSG00000011083","0.00111279999449228"
"ENSG00000011105","0.00138873569501032"
"ENSG00000011114","0.00068255715138678"
"ENSG00000011143","0.000386100000469014"
"ENSG00000011198","0.000200350001250627"
"ENSG00000011201","0.000515100002163448"
"ENSG00000011243","0.000458050009910949"
"ENSG00000011258","0.000643516667575265"
"ENSG00000011260","0.000568600022234023"
"ENSG00000011275","0.000399138454388147"
"ENSG00000011295","0.00057749999104999"
"ENSG00000011347","0.000222739997843746"
"ENSG00000011376","0.000510238458026344"
"ENSG00000011405","0.000506311111773054"
"ENSG00000011422","0.000658900011330843"
"ENSG00000011426","0.000653920014156029"
"ENSG00000011451","0.000141099997563288"
"ENSG00000011454","0.000276266663907639"
"ENSG00000011465","0.000134000001708046"
"ENSG00000011485","0.000492250008392148"
"ENSG00000011523","0.000550199983990751"
"ENSG00000011566","0.000383700000714849"
"ENSG00000011590","0.000528400007169694"
"ENSG00000011638","0.000675399991450831"
"ENSG00000011677","0.000477547056267641"
"ENSG00000012048","0.000723950002187242"
"ENSG00000012124","0.000783066653336088"
"ENSG00000012171","0.000206550001166761"
"ENSG00000012174","7.81999988248572e-05"
"ENSG00000012223","0.000974220002535731"
"ENSG00000012232","0.000518288899103128"
"ENSG00000012504","0.000214711111362299"
"ENSG00000012660","0.000736537509510526"
"ENSG00000012779","0.00078422500519082"
"ENSG00000012817","4.96749994454149e-05"
"ENSG00000012822","0.000682550002238713"
"ENSG00000012963","0.000796233342650036"
"ENSG00000012983","0.000244427271271971"
"ENSG00000013016","0.000956649979343638"
"ENSG00000013275","0.000315149998641573"
"ENSG00000013288","0.000886199995875359"
"ENSG00000013293","0.00063467272345654"
"ENSG00000013297","0.000603785296655534"
"ENSG00000013364","0.000348700006725267"
"ENSG00000013374","0.00132409995421767"
"ENSG00000013375","0.00031927499367157"
"ENSG00000013392","0.000397950003389269"
"ENSG00000013441","0.000311500014504418"
"ENSG00000013503","0.000634784613234492"
"ENSG00000013523","0.000709400002961047"
"ENSG00000013561","0.000953666671800117"
"ENSG00000013563","0.000182700001460034"
"ENSG00000013583","0.000506049982504919"
"ENSG00000013588","0.000989999971352518"
"ENSG00000013619","0.000624781822394156"
"ENSG00000013725","0.000865740008885041"
"ENSG00000013810","0.00185470003634691"
"ENSG00000014123","0.000288499999442138"
"ENSG00000014138","0.000178559999039862"
"ENSG00000014164","0.0011885428518456"
"ENSG00000014216","0.000803400005679578"
"ENSG00000014257","0.0012821399839595"
"ENSG00000014641","0.00047160000152265"
"ENSG00000014824","0.000824557135014662"
"ENSG00000014914","0.000340700004016981"
"ENSG00000014919","0.000348933332134038"
"ENSG00000015133","0.000566939997952431"
"ENSG00000015153","0.0004904333424444"
"ENSG00000015171","0.000443344450710962"
"ENSG00000015285","0.000499500019941479"
"ENSG00000015413","0.000947399996221066"
"ENSG00000015475","0.000925833339958141"
"ENSG00000015479","0.000263919999997597"
"ENSG00000015520","0.000502650000271387"
"ENSG00000015532","0.000913800002308562"
"ENSG00000015592","0.000745433343884846"
"ENSG00000015676","0.000433877779869363"
"ENSG00000016082","0.000352050003129989"
"ENSG00000016391","0.000588850001804531"
"ENSG00000016402","0.000541616662909898"
"ENSG00000016490","0.0010026500094682"
"ENSG00000016602","0.000538650005182717"
"ENSG00000016864","0.000498733337735757"
"ENSG00000017260","0.000409674999294414"
"ENSG00000017373","0.000365699990652502"
"ENSG00000017427","0.000279042855254374"
"ENSG00000017797","0.000683979992754757"
"ENSG00000018189","0.000258974998359918"
"ENSG00000018236","0.000754486956714612"
"ENSG00000018280","0.000377499993192032"
"ENSG00000018408","0.000763981257932755"
"ENSG00000018510","0.000452724998467602"
"ENSG00000018610","0.000983749981969595"
"ENSG00000018625","0.000624566649397214"
"ENSG00000018699","0.000830692850286141"
"ENSG00000018869","0.000625499989837408"
"ENSG00000019102","0.000501799979247153"
"ENSG00000019144","0.000504650000948459"
"ENSG00000019169","0.000702899997122586"
"ENSG00000019186","0.00125689996639267"
"ENSG00000019485","0.000473100000817794"
"ENSG00000019505","0.000739399995654821"
"ENSG00000019549","0.000357599994458724"
"ENSG00000019582","0.000555050006369129"
"ENSG00000019991","0.000543760001892224"
"ENSG00000019995","0.000412699999287724"
"ENSG00000020129","9.14999982342124e-05"
"ENSG00000020181","0.000490600000678872"
"ENSG00000020256","0.00110073332648931"
"ENSG00000020426","0.000154794118262704"
"ENSG00000020577","0.000706731579205217"
"ENSG00000020633","0.000821419997373596"
"ENSG00000020922","0.000599742862894865"
"ENSG00000021300","0.000910300004761666"
"ENSG00000021355","0.000888400012627244"
"ENSG00000021461","0.000315633330804606"
"ENSG00000021488","0.0011917999945581"
"ENSG00000021574","0.000689349995809607"
"ENSG00000021645","0.00056799689912785"
"ENSG00000021762","0.00138306664302945"
"ENSG00000021776","0.0005046750047768"
"ENSG00000021826","0.000624500001625468"
"ENSG00000021852","0.00115026667481288"
"ENSG00000022267","0.000338433341918668"
"ENSG00000022277","0.000752740015741438"
"ENSG00000022355","0.000540733327701067"
"ENSG00000022556","0.000333000003593042"
"ENSG00000022567","0.00119204285355019"
"ENSG00000022840","0.000707333325408399"
"ENSG00000022976","0.000388149994250853"
"ENSG00000023041","0.000673200003802776"
"ENSG00000023171","0.000813255548968704"
"ENSG00000023228","0.000918339996133"
"ENSG00000023287","0.000287270001717843"
"ENSG00000023318","0.000524510000832379"
"ENSG00000023330","0.000381400008336641"
"ENSG00000023445","0.000325950008118525"
"ENSG00000023516","0.000507279997691512"
"ENSG00000023572","0.000671299989335239"
"ENSG00000023608","0.000649939989671111"
"ENSG00000023697","0.000491660003172001"
"ENSG00000023734","0.000125250000564847"
"ENSG00000023839","0.000775016655097716"
"ENSG00000023892","0.000349750000168569"
"ENSG00000023902","0.000543550006113946"
"ENSG00000023909","0.00106819998472929"
"ENSG00000024048","0.000507288885677958"
"ENSG00000024526","0.000799933332018554"
"ENSG00000024862","0.00079484999878332"
"ENSG00000025039","0.000584933315015708"
"ENSG00000025156","0.000596274985582568"
"ENSG00000025293","0.000308162503642961"
"ENSG00000025423","0.000416099996073171"
"ENSG00000025434","0.000538800013600849"
"ENSG00000025770","0.000535800005309284"
"ENSG00000025772","0.000353549999999814"
"ENSG00000025796","0.000435739997192286"
"ENSG00000025800","9.75666674397265e-05"
"ENSG00000026025","0.000289999996311963"
"ENSG00000026036","0.000960250006755814"
"ENSG00000026103","0.00138556666206568"
"ENSG00000026297","0.00112603331217542"
"ENSG00000026508","0.000711875010892982"
"ENSG00000026559","0.000562650006031618"
"ENSG00000026652","0.000608736363408918"
"ENSG00000026751","0.000605600012931973"
"ENSG00000026950","0.00124510005116463"
"ENSG00000027001","0.000881085708637589"
"ENSG00000027075","0.000536357138896294"
"ENSG00000027697","0.000404133325597892"
"ENSG00000027847","0.000901399995200336"
"ENSG00000027869","0.000655200012261048"
"ENSG00000028116","0.000524778947644671"
"ENSG00000028137","0.000761450006393716"
"ENSG00000028203","0.000799371436836996"
"ENSG00000028277","0.000135362499804614"
"ENSG00000028310","0.000311400004041692"
"ENSG00000028528","0.0003878400020767"
"ENSG00000028839","0.000430199994298164"
"ENSG00000029153","0.000643049996142508"
"ENSG00000029363","0.000151799999002833"
"ENSG00000029364","0.000558619998628274"
"ENSG00000029534","0.000788995239418"
"ENSG00000029559","0.000696900009643286"
"ENSG00000029639","0.00123301999410614"
"ENSG00000029725","0.000821324989374261"
"ENSG00000029993","0.000333500007400289"
"ENSG00000030066","0.000624224994680844"
"ENSG00000030304","0.000797133317165491"
"ENSG00000030419","0.000701407693738404"
"ENSG00000030582","0.000670499983243644"
"ENSG00000031003","0.000456771426667858"
"ENSG00000031081","0.000854399994502521"
"ENSG00000031544","0.000353100011125207"
"ENSG00000031691","0.000598733332784226"
"ENSG00000031698","0.000936100026592612"
"ENSG00000031823","0.000286019999475684"
"ENSG00000032219","0.000380766660479518"
"ENSG00000032389","0.00106143635242585"
"ENSG00000032742","0.000739522207166172"
"ENSG00000033011","0.00103650001983624"
"ENSG00000033030","0.00053410000691656"
"ENSG00000033050","0.000934700015932322"
"ENSG00000033100","0.000821400026325136"
"ENSG00000033122","0.000719269222687357"
"ENSG00000033170","0.000467404000228271"
"ENSG00000033178","0.000964266655500978"
"ENSG00000033327","0.000373064284628656"
"ENSG00000033627","0.000308660001610406"
"ENSG00000033800","0.000332459996570833"
"ENSG00000033867","0.000798227270768786"
"ENSG00000034053","0.000573666669758192"
"ENSG00000034063","0.000976475028437562"
"ENSG00000034239","0.000335899996571243"
"ENSG00000034510","0.00053040002239868"
"ENSG00000034533","0.000417399991420098"
"ENSG00000034677","0.000674012502713595"
"ENSG00000034693","0.000518466666107997"
"ENSG00000034713","0.000282049993984401"
"ENSG00000034971","0.000762899988330901"
"ENSG00000035115","0.000716075002856087"
"ENSG00000035141","0.000420700001996011"
"ENSG00000035403","0.000440571423886078"
"ENSG00000035499","0.000377242852534567"
"ENSG00000035664","0.000801450005383231"
"ENSG00000035681","0.000552737499674549"
"ENSG00000035687","0.000487600006939222"
"ENSG00000035720","0.000977699999930337"
"ENSG00000035862","0.00111973334181433"
"ENSG00000035928","0.000488299997717453"
"ENSG00000036054","0.000519280001753941"
"ENSG00000036257","0.000647700001718476"
"ENSG00000036448","0.00229297499754466"
"ENSG00000036473","0.000686820002738386"
"ENSG00000036530","0.000814575010736007"
"ENSG00000036549","0.000329763633834029"
"ENSG00000036565","0.00112150000253071"
"ENSG00000036672","0.000695050010108389"
"ENSG00000036828","0.00104726668279101"
"ENSG00000037280","0.000964800012297928"
"ENSG00000037474","0.00144679999599854"
"ENSG00000037637","0.000717479991726577"
"ENSG00000037749","0.000899218759514042"
"ENSG00000037757","0.0012416000245139"
"ENSG00000037897","0.000440700008766726"
"ENSG00000038002","0.00100235000718385"
"ENSG00000038210","0.000477630001842044"
"ENSG00000038219","0.00042959999492658"
"ENSG00000038295","0.000565573682251852"
"ENSG00000038358","0.00012300000526011"
"ENSG00000038382","0.000594636665967603"
"ENSG00000038427","0.000629899991591546"
